,"1. Următoarele/ următoarea afirmații cu privire la fiziologia respirației sunt adevărate:
",,,,
,"81. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt adevărate:
",,,,
TRUE,"   1. arterele pulmonare însoţesc bronhiile până la nivelul lobulilor secundari, apoi se divid în capilare pulmonare localizate în peretele alveolar;
",,,,
,"   2. capacitatea de difuzie a O2 este crescută în boli care determină fibroză a peretelui alveolar, cu blocaj alveolo-capilar;
",,,,
,"   3. sângele oxigenat este colectat de la nivelul patului capilar în vene pulmonare mici care se află pe lângă lobulii pulmonari şi se unesc formând 2 vene pulmonare mari care se varsă în atriul stâng;
",,,,
TRUE,"   4. sângele oxigenat este colectat de la nivelul patului capilar în vene pulmonare mici care se află pe lângă lobulii pulmonari şi se unesc formând patru vene pulmonare mari care se varsă în atriul stâng;
",,,,
,"   5. este cunoscut faptul că CO2 trece prin toate membranele biologice cu mare uşurinţă, iar capacitatea de difuzie pulmonară a acestuia este mai redusă decât pentru O2;
",,,,
TRUE,"   6. este cunoscut faptul că CO2 trece prin toate membranele biologice cu mare uşurinţă, iar capacitatea de difuzie pulmonară a acestuia este mult mai mare decât pentru O2;
",,,,
,"   7. în sângele venos pCO2 este 66 mm Hg iar în aerul alveolar este de 50 mmHg;
",,,,
TRUE,"   8. în sângele venos pCO2 este 46 mm Hg iar în aerul alveolar este de 40 mmHg;
",,,,
,"   9. arterele pulmonare însoţesc bronhiile până la nivelul lobulilor terțiari, apoi se divid în capilare pulmonare localizate în peretele alveolar;
",,,,
TRUE,"   10. capacitatea de difuzie a oxigenului este scăzută în boli care determină fibroză a peretelui alveolar, cu blocaj alveolo-capilar;
",,,,
,,,,,
,"82. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt adevărate:
",,,,
FALSE,"   1. volumul sanguin de la nivel pulmonar poate creşte foarte mult fără creşteri presionale semnificative, datorită complianţei mici din acest sector circulator, la care se adaugă mecanismul de recrutare şi distensie capilară;
",,,,
,"   2. presiunile hidrostatice şi coloid-osmotice din ansamblul funcţional bronho-pulmonar au valori ce nu permit corelaţia funcţională dintre ventilaţia alveolară şi perfuzia cu sânge a patului capilar pulmonar;
",,,,
TRUE,"   3. funcţia principală a circulaţiei pulmonare este de a asigura curgerea sângelui spre bariera alveolo-capilară pentru a se realiza schimbul gazos, şi apoi returul venos al sângelui oxigenat spre atriul stâng;
",,,,
TRUE,"   4. presiunea medie în artera pulmonară este de aproximativ 15 mm Hg, iar presiunile sistolice şi diastolice sunt de 25 mm Hg şi respectiv, 8 mm Hg;
",,,,
,"   5. presiunea medie în artera pulmonară este de aproximativ 25 mm Hg, iar presiunile sistolice şi diastolice sunt de 35 mm Hg şi respectiv, 10mm Hg;
",,,,
TRUE,"   6. presiunile hidrostatice şi coloid-osmotice din ansamblul funcţional bronho-pulmonar au valori ce permit corelaţia funcţională dintre ventilaţia alveolară şi perfuzia cu sânge a patului capilar pulmonar;
",,,,
TRUE,"   7. funcţia de filtru sanguin al circulației pulmonare presupune că trombii sanguini mici eventual formaţi în sectorul venos sistemic sunt îndepărtaţi din circulaţie înainte ca ei să ajungă la creier sau la alte organe vitale;
",,,,
,"   8. funcţia de filtru sanguin al circulației pulmonare presupune că volumul sanguin de la nivel pulmonar poate creşte foarte mult fără creşteri presionale semnificative;
",,,,
,"   9. funcţia principală a circulaţiei pulmonare este de a asigura curgerea sângelui spre bariera alveolo-capilară pentru a se realiza schimbul gazos, şi apoi returul venos al sângelui oxigenat spre atriul drept;
",,,,
TRUE,"   10. volumul sanguin de la nivel pulmonar poate creşte foarte mult fără creşteri presionale semnificative, datorită complianţei mari din acest sector circulator, la care se adaugă mecanismul de recrutare şi distensie capilară;
",,,,
,,,,,
,"83. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt adevărate:
",,,,
TRUE,"   1. presiunea din afara capilarelor se numeşte presiune alveolară şi este aproape de presiunea atmosferică în timpul respiraţiei normale;
",,,,
,"   2. capilarele pulmonare au un suport mecanic intern uşor deformabil şi se destind sau se colabează în funcţie de presiunile din interiorul lor şi din jur;
",,,,
TRUE,"   3. capilarele pulmonare au un suport mecanic extern uşor deformabil şi se destind sau se colabează în funcţie de presiunile din interiorul lor şi din jur;
",,,,
,"   4. presiunea în capilarele pulmonare nu variază considerabil datorită efectelor hidrostatice;
",,,,
,"   5. presiunea în capilarele pulmonare este variabilă și se situează la aproximativ 1⁄3 din presiunea arterială şi venoasă pulmonară;
",,,,
TRUE,"   6. presiunea în capilarele pulmonare este variabilă și se situează la aproximativ 1⁄2 din presiunea arterială şi venoasă pulmonară;
",,,,
,"   7. în mod obişnuit presiunea efectivă din jurul capilarelor este presiunea alveolară, iar scăderea acesteia peste presiunea intracapilară colabează capilarele;
",,,,
,"   8. presiunea din afara capilarelor se numeşte presiune alveolară şi este mai mare decât presiunea atmosferică în timpul respiraţiei normale;
",,,,
TRUE,"   9. presiunea în capilarele pulmonare variază considerabil datorită efectelor hidrostatice;
",,,,
TRUE,"   10. în mod obişnuit presiunea efectivă din jurul capilarelor este presiunea alveolară, iar creşterea acesteia peste presiunea intracapilară colabează capilarele;
",,,,
,,,,,
,"84. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt adevărate:
",,,,
TRUE,"   1. vasele pulmonare foarte mari din vecinătatea hilului se găsesc înafara parenchimului pulmonar, fiind de fapt expuse la presiunea intrapleurală;
",,,,
,"   2. când plămânii se umplu cu aer, arterele și venele pulmonare sunt menţinute deschise prin tracţiunea radială a parenchimului fibros pulmonar care le înconjoară;
",,,,
TRUE,"   3. vasele alveolare sunt expuse la presiunea alveolară şi includ capilarele şi vasele mari din colţul pereţilor alveolari;
",,,,
FALSE,"   4. calibrul vaselor extra-alveolare nu este influențat de către volumul pulmonar;
",,,,
TRUE,"   5. calibrul vaselor extra-alveolare este afectat major de către volumul pulmonar;
",,,,
FALSE,"   6. vasele extra-alveolare includ toate arterele şi venele care irigă parțial parenchimul de la baza plămânilor;
",,,,
FALSE,"   7. vasele pulmonare foarte mari din vecinătatea hilului se găsesc înafara parenchimului pulmonar, fiind de fapt expuse la presiunea extrapleurală;
",,,,
TRUE,"   8. când plămânii se umplu cu aer, arterele și venele pulmonare sunt menţinute deschise prin tracţiunea radială a parenchimului elastic pulmonar care le înconjoară;
",,,,
TRUE,"   9. vasele extra-alveolare includ toate arterele şi venele care irigă întreg parenchimul pulmonar;
",,,,
FALSE,"   10. vasele alveolare nu sunt expuse la presiunea alveolară şi includ capilarele şi vasele mari din colţul pereţilor alveolari;
",,,,
FALSE,,,,,
FALSE,"85. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt adevărate:
",,,,
FALSE,"   1. presiunea coloid osmotică din interiorul capilarului pulmonar este de 31 mm Hg;
",,,,
TRUE,"   2. presiunea coloid osmotică din interiorul capilarului pulmonar este de 28 mm Hg;
",,,,
FALSE,"   3. coeficientul de reflexie indică capacitatea peretelui capilar în promovarea trecerii proteinelor prin el;
",,,,
FALSE,"   4. forţa care are tendinţa de a introduce lichid în capilar este presiunea coloid osmotică a proteinelor din sânge minus presiunea hidrostatică din lichidul interstiţial;
",,,,
TRUE,"   5. forţa care are tendinţa de a introduce lichid în capilar este presiunea coloid osmotică a proteinelor din sânge minus presiunea coloid osmotică a proteinelor din lichidul interstiţial;
",,,,
TRUE,"   6. forţa care are tendinţa de a împinge afară lichidul din capilarele pulmonare este reprezentată de presiunea hidrostatică capilară minus presiunea hidrostatică a lichidului interstiţial;
",,,,
TRUE,"   7. schimbul de lichide de-a lungul peretelui capilar se realizează conform echilibrului Starling;
",,,,
TRUE,"   8. coeficientul de reflexie indică eficacitatea peretelui capilar în prevenirea trecerii proteinelor prin el;
",,,,
FALSE,"   9. schimbul de lichide de-a lungul peretelui capilar nu se realizează conform echilibrului Starling;
",,,,
FALSE,"   10. forţa care are tendinţa de a împinge afară lichidul din capilarele pulmonare este reprezentată de presiunea hidrostatică capilară minus presiunea oncotică a lichidului interstiţial;
",,,,
FALSE,86. Urmatoarele afirmatii sunt adevarate:,,,,
TRUE,1.Legea lui Ohm aplicata la circulatia pulmonara evidentiaza faptul ca rezistenta este foarte mica in acest sector,,,,
TRUE,"2.eficienta schimbului de gaze prin bariera alveolo-capilara este conditionata de improspatarea aerului alveolar prin ventilatie in cadrul ciclului respirator, dar si de distributia debitului sanguin pulmonar",,,,
TRUE,"3.presiunea coloidosmotica din spatiul interstitial nu este cunoscuta,dar este aproape 20 mm Hg in limfa pulmonara.",,,,
TRUE,"4.presiunea hidrostatica este aproape de media dintre presiunea arteriala si venoasa,dar este mult mai mare la baza plamanului in comparatie cu cea de la varf.",,,,
FALSE,,,,,
FALSE,"   5. legea lui Ohm aplicată la circulaţia pulmonară evidenţiază faptul că rezistenţa vasculară este mare în acest sector;
",,,,
FALSE,"   6. eficienţa schimbului de gaze prin bariera alveolo-capilară nu este condiţionată de împrospătarea aerului alveolar prin ventilaţie în cadrul ciclului respirator, ci doar de distribuţia debitului sanguin pulmonar;
",,,,
FALSE,"   7. presiunea hidrostatică capilară este superioară față de media dintre presiunea arterială şi venoasă, dar este mult mai mare la baza plămânului în comparaţie cu cea de la vârf;
",,,,
TRUE,"   8. presiunea medie sistolo-diastolică în artera pulmonară este de numai 10 mm Hg, în comparaţie cu 100 mm Hg în circulaţia sistemică;
",,,,
FALSE,"   9. presiunea medie sistolo-diastolică în artera pulmonară este de numai 20 mm Hg, în comparaţie cu 100 mm Hg în circulaţia sistemică;
",,,,
FALSE,"   10. presiunea coloidosmotică din spaţiul interstiţial nu este cunoscută, dar este aproape 30 mm Hg în limfa pulmonară;
",,,,
FALSE,,,,,
FALSE,"87. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt adevărate:
",,,,
TRUE,"   1. când volumul pulmonar este mic, creşterea rezistenţei vasculare este favorizată de faptul că efectul de tracţiune radială a vaselor extra-alveolare este redus;
",,,,
TRUE,"   2. debitul sanguin prin cele două circulaţii este aproape identic, iar rezistenţa vasculară pulmonară este numai de 1/10 din cea sistemică;
",,,,
FALSE,"   3. distensia capilară pare a fi mecanismul principal pentru scăderea rezistenţei vasculare pulmonare produse de o presiune intra-vasculară scăzută;
",,,,
TRUE,"   4. distensia capilară pare a fi mecanismul principal pentru scăderea rezistenţei vasculare pulmonare produse de o presiune intra-vasculară crescută;
",,,,
FALSE,"   5. când volumul pulmonar este mic, scăderea rezistenţei vasculare este favorizată de faptul că efectul de tracţiune radială a vaselor extra-alveolare este redus;
",,,,
FALSE,"   6. debitul sanguin prin cele două circulaţii nu este identic, iar rezistenţa vasculară pulmonară este numai de 3/10 din cea sistemică;
",,,,
TRUE,"   7. debitul sanguin pulmonar este 6 l/min, astfel că rezistenţa vasculară pulmonară este aproximativ 1,7 mmHg/l/minut;
",,,,
TRUE,"   8. fenomenul de recrutare este mecanismul principal pentru scăderea rezistenţei vasculare pulmonare;
",,,,
FALSE,"   9. debitul sanguin pulmonar este 8 l/min, astfel că rezistenţa vasculară pulmonară este aproximativ 1,7 mmHg/l/minut;
",,,,
FALSE,"   10. fenomenul de recrutare este mecanismul principal pentru creșterea rezistenţei vasculare pulmonare;
",,,,
FALSE,,,,,
FALSE,"88. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt adevărate:
",,,,
FALSE,"   1. în partea superioară a plămânului stâng debitul sanguin scade aproape liniar faţă de partea inferioară, înregistrând valori foarte scăzute către apex;
",,,,
TRUE,"   2. odată cu distensia toraco-pulmonară tracţiunea radială mare favorizează o rezistenţă vasculară redusă, dar la volume mari acest efect este limitat prin aplatizarea vaselor intra-alveolare datorită întinderii pereţilor alveolari;
",,,,
FALSE,"   3. substanţele care produc contracţia muşchiului neted cresc rezistenţa vasculară pulmonară, dar vasoconstricţia este eficientă mai ales când volumul pulmonar este mare;
",,,,
TRUE,"   4. în cazul unui inspir profund presiunea intra-vasculară pulmonară scade prin efectul scăderii presiunii intra-pleurale asupra performanţei ventriculului drept;
",,,,
FALSE,"   5. în cazul unui inspir profund presiunea intra-vasculară pulmonară crește prin efectul scăderii presiunii intra-pleurale asupra performanţei ventriculului drept;
",,,,
FALSE,"   6. în mod normal, tonusul vascular este redus în circulația pulmonară, astfel încât substanţele care pot relaxa muşchiul neted din vasele pulmonare au eficacitate mare;
",,,,
FALSE,"   7. odată cu distensia toraco-pulmonară tracţiunea radială mare favorizează o rezistenţă vasculară crescută, dar la volume mari acest efect este limitat prin aplatizarea vaselor intra-alveolare datorită întinderii pereţilor alveolari;
",,,,
TRUE,"   8. substanţele care produc contracţia muşchiului neted cresc rezistenţa vasculară pulmonară, dar vasoconstricţia este eficientă mai ales când volumul pulmonar este mic;
",,,,
