,"3. Este asigurat de vena cava inferioară
"
TRUE,"4. Este asigurat de vena jugulară externă
"
,"5. Transportă sângele arterial, oxigenat
"
,"6. Este asigurat de venele cefalice
"
TRUE,"7. Este asigurat de vena jugulară internă
"
TRUE,"8. Este asigurat de venele jugulare anterioare
"
,"9. Se realizează de către arterele carotide
"
TRUE,"10. Este asigurat de venele tiroidiene inferioare
"
,
,"116. Despre vena jugulară internă, se poate afirma că:
"
TRUE,"1. Drenează sângele venos de la nivelul feței
"
,"2. Este situată medial față de artera carotidă comună
"
,"3. Este cea mai subțire venă a gâtului
"
,"4. Se varsă în vena jugulară externă
"
TRUE,"5. Drenează sângele venos din cea mai mare parte a gâtului
"
TRUE,"6. Drenează sângele venos de la nivelul encefalului
"
,"7. Drenează sânge arterial
"
TRUE,"8. Drenează sângele venos de la nivelul craniului
"
TRUE,"9. Este cea mai mare venă a gâtului
"
,"10. Se varsă în vena jugulară anterioară
"
,
,"117. Despre vena jugulară internă, se poate afirma că:
"
,"1. Prezintă 5 valvule ostiale
"
TRUE,"2. Prezintă un bulb superior
"
,"3. Se ramifica în 4 vene satelite
"
TRUE,"4. Are un calibru de aproximativ 10 mm
"
,"5. Face parte dintr-un sistem arterial de suprafață
"
,"6. Prezintă trei dilatații
"
TRUE,"7. Prezintă două dilatații
"
,"8. Prezintă un calibru de 27 mm
"
TRUE,"9. Prezintă un bulb inferior
"
TRUE,"10. Lungimea sa este de aproximativ 15 cm
"
,
,"118. Despre vena jugulară internă, se poate afirma că:
"
,"1. Iese din craniu prin fisura orbitală superioară
"
,"2. Are traiect în glanda parotidă
"
,"3. Are raport cu nervul facial la baza craniului
"
TRUE,"4. Trunchiul venos tiro-lingo- faringo- facial este un afluent al venei jugulare interne
"
TRUE,"5. Vena jugulară internă continuă sinusului venos sigmoid
"
,"6. La baza craniului primește afluenți limfatici
"
TRUE,"7. Sinusul pietros inferior se varsă în vena jugulară internă
"
TRUE,"8. Sinusul petro-occipital este un afluent al venei jugulare interne
"
TRUE,"9. Se termină prin unirea cu vena subclaviculară
"
,"10. Are traiect prin canalul carotidian
"
,
,"119. Despre vena facială, se poate afirma că:
"
TRUE,"1. Se poate termina într-un trunchi venos tiro-lingo-faringo- facial
"
TRUE,"2. Se termină în vena jugulară internă
"
,"3. Se termină în sinusul venos sigmoid
"
TRUE,"4. Merge de-a lungul marginii anterioare a mușchiului maseter
"
TRUE,"5. Traversează corpul mandibulei pe dinaintea glandei submandibulare
"
,"6. Se poate termina într-un trunchi aortic
"
TRUE,"7. Se varsă în vena jugulară internă la nivelul cornului mare al osului hioid
"
,"8. Se varsă în vena cava superioară
"
,"9. Merge de-a lungul marginii posterioare a muschiului maseter
"
,"10. Traversează corpul mandibulei în spatele glandei sublinguale
"
,
,"120. Despre vena facială, se poate afirma că:
"
TRUE,"1. Primește ca afluenți venele nazale externe
"
,"2. Primește ca afluenți arterele nazale
"
TRUE,"3. Primește ca afluenți vena facială profundă
"
,"4. Primește ca afluenți venele occipitale profunde
"
TRUE,"5. Primește ca afluenți vena palatină externă
"
,"6. Primește ca afluenți venele axilare
"
,"7. Se varsă direct în vena cavă superioară
"
,"8. Formează arcul arterial periorofacial
"
TRUE,"9. Primește ca afluenți venele palpebrale inferioare
"
TRUE,"10. Primește ca afluenți venele palpebrale superioare
"
,
,"121. Despre vena linguală, se poate afirma că:
"
TRUE,"1. Drenează sângele venos de la nivelul glandelor sublinguale
"
TRUE,"2. Se poate termina prin trunchiul venos tiro-lingo-faringo-facial
"
,"3. Se termină direct în vena cavă superioară
"
TRUE,"4. Drenează sângele venos de la nivelul limbii
"
TRUE,"5. Drenează sângele venos de la nivelul glandei submandibulare
"
,"6. Drenează sângele venos de la nivelul urechii externe
"
,"7. Are ca afluent artera carotidă comună
"
,"8. Continuă sinusul venos pietros inferior
"
TRUE,"9. Se termină în vena jugulară internă
"
,"10. Drenează glandele sângele venos de la nivelul glandelor tiroide
"
,
,"122. Despre vena tiroidiană superioară, se poate afirma că:
"
TRUE,"1. Primește vena laringiană superioară
"
TRUE,"2. Ia naștere din partea superioară a lobului lateral al tiroidei
"
,"3. Face parte din trunchiul venos carotidian
"
,"4. Dă ramuri pentru trunchiul cerebral
"
TRUE,"5. Se varsă într-un trunchi venos tiro-lingo-faringo-facial
"
,"6. Primește vena jugulară internă
"
TRUE,"7. Însoțește artera omonimă
"
,"8. Se varsă în artera bazilară
"
,"9. Însoțește mușchiul scalen posterior
"
TRUE,"10. Se varsă în jugulară internă
"
,
,"123. Din artera facială se desprind următoarele ramuri colaterale:
"
,"1. Artera transversă a feței
"
,"2. Artera sublinguală
"
,"3. Artera laringee superioară
"
TRUE,"4. Artera aripei nasului (nazală laterală)
"
,"5. Artera cricotiroidiană
"
TRUE,"6. Ramuri glandulare pentru glanda submandibulară
"
TRUE,"7. Artera submentală
"
TRUE,"8. Artera palatină ascendentă
"
,"9. Artera tiroidiană superioară
"
TRUE,"10. Arterele labiale
"
,
,"124. Despre vena jugulară externă, se poate afirma că:
"
,"1. Ia naștere din unirea venelor jugulare interne
"
TRUE,"2. Are traiect pe fața superficială a mușchiului sternocleidomastoidian
"
TRUE,"3. Drenează regiunile posterioară și laterală ale gâtului
"
TRUE,"4. Drenează regiunile profunde ale feței
"
TRUE,"5. În traiectul său, are raport cu nervul cervical transvers
"
TRUE,"6. Drenează regiunile superficiale ale capului
"
,"7. Se varsă în artera occipitală
"
,"8. Drenează sângele venos al trunchiului cerebral
"
,"9. Drenează regiunile profunde ale capului
"
,"10. Continuă sinusul venos sigmoid
"
,
,"125. Afluenții venei jugulare externe sunt:
"
TRUE,"1. Vena cervicală transversă
"
TRUE,"2. Vena suprascapulară
"
TRUE,"3. Vena occipitală
"
,"4. Artera transversă a gâtului
"
TRUE,"5. Vena orbitală posterioară
"
,"6. Vena palatină descendentă
"
,"7. Vena subscapulară
"
,"8. Vena cavă superioară
"
,"9. Vena scapulară posterioară
"
TRUE,"10. Vena auriculară posterioară
"
,
,"126. Despre plexul venos pterigoid se poate afirma că:
"
,"1. Este situat pe fața superficială a mușchiul maseter
"
TRUE,"2. Dă naștere venei maxilare
"
,"3. Dă naștere venei tiroidiene inferioare
"
TRUE,"4. Drenează venele canalului pterigoid
"
TRUE,"5. Drenează venele temporale profunde
"
,"6. Drenează arterele canalului pterigoid
"
TRUE,"7. Este situat între mușchiul temporal și mușchii pterigoidian lateral și medial
"
,"8. Drenează venele coronare medii
"
TRUE,"9. Primește venele meningee mijlocii
"
,"10. Drenează arterele temporale profunde
"
,
,"127. Despre venele jugulare anterioare se poate afirma că:
"
TRUE,"1. Coboară într-o duplicare a laminei superficiale a fasciei cervicale
"
TRUE,"2. Coboară pe fața anterioară a gâtului puțin în afara liniei mediane
"
,"3. Se alătură printr-un arc venos, venei transverse a feței
"
,"4. Coboară pe fața posterioară a gâtului puțin în afara liniei nucale
"
TRUE,"5. Se unesc printr-un arc venos jugular
"
TRUE,"6. Primește vene musculare și cutanate
"
TRUE,"7. Iau naștere din vene submentale superficiale
"
,"8. Primesc artere musculare și cutanate
"
,"9. Coboară într-o duplicare a laminei superficiale a fasciei omentale
"
,"10. Iau naștere din venele mastoidiene superficiale
"
,
,"128. Despre vena vertebrală se poate afirma că:
"
TRUE,"1. Primește ca afluent vena cervicală profundă
"
TRUE,"2. Formează un plex în jurul arterei vertebrale
"
,"3. Se extinde de la plexul venos pterigoidian la vena brahiocefalică corespunzătoare
"
TRUE,"4. Primește ca afluent vena cervicală ascendentă
"
,"5. Primește ca afluent vena profundă a bărbiei
"
TRUE,"6. Se extinde de la plexul venos occipito-vertebral la trunchiul venos brahiocefalic corespunzător
"
,"7. Primește ca afluent vena jugulară internă
"
TRUE,"8. Se termină într-un trunchi unic care iese din foramenul transversal al vertebrei cervicale C6
"
,"9. Se termină într-un trunchi care iese din foramenul transversal al vertebrei cervicale C10
"
,"10. Formează un plex în jurul arterei cerebrale anterioare
"
,
,"129. Despre nodulii limfatici submandibulari, se poate afirma că:
"
,"1. Sunt adiacenți glandei pituitare și marginii superioare a mandibulei
"
,"2. Sunt în număr de 4 sau 5
"
TRUE,"3. Sunt adiacenți glandei submandibulare și marginii inferioare a mandibulei
"
,"4. Unii pot fi intra-glandulari
"
,"5. Drenează limfa de la nivelul regiunii infraglotice
"
,"6. Sunt în număr de 45
"
,"7. Drenează limfa de la nivelul regiunii axilare
"
,"8. Drenează limfa din regiunea infraorbitală
"
TRUE,"9. Drenează limfa de la nivelul obrazului
"
,"10. Drenează limfa de la nivelul scalpului
"
,
,"130. Despre nodulii limfatici cervicali laterali profunzi, se poate afirma că:
"
,"1. Sunt ganglionii limfatici faciali
"
TRUE,"2. Sunt ganglionii limfatici jugulari interni
"
,"3. Sunt ganglionii limfatici cubitali
"
TRUE,"4. Sunt ganglionii limfatici spinali
"
,"5. Sunt ganglionii limfatici epicranieni
"
,"6. Sunt ganglionii limfatici ai pericardului
"
TRUE,"7. Sunt ganglioni limfatici supraclaviculari
"
TRUE,"8. Sunt ganglioni limfatici cervicali transversi
"
,"9. Sunt ganglionii limfatici axilari
"
TRUE,"10. Fac parte din limfaticele gâtului
"
,
,"131. Despre artera carotidă comună stângă în torace, se poate afirma că:
"
,"1. Are raport lateral , cu esofagul
"
,"2. Artera tiroidiană superioară este ramura colaterală a arterei comune stângi, în torace
"
,"3. Artera linguală este ramura colaterală a arterei carotide comune stângi, în torace
"
,"4. Are raport la stânga cu timusul
"
TRUE,"5. Are raport anterior cu vena brahiocefalică stângă
"
TRUE,"6. Este situată în mediastinul superior
"
TRUE,"7. Are raport posterior cu artera subclaviculară stângă
"
TRUE,"8. Are raport posterior cu ductul toracic
"
,"9. Are raport înapoi cu artera subclaviculară dreaptă
"
TRUE,"10. Are origine în arcul aortic
"
,
,"132. Despre artera carotidă externă, se poate afirma că:
"
,"1. La origine, artera carotidă externă are traiect intraparotidian
"
TRUE,"2. Artera maxilară este o ramură terminală a arterei carotide externe
"
,"3. Artera maxilară este o ramură colaterală a arterei carotide externe
"
TRUE,"4. Se termină posterior gâtul condilului mandibulei
"
TRUE,"5. Artera temporală superficială este o ramură terminală a arterei carotide externe
"
TRUE,"6. Aceasta scade rapid în calibru după originea primelor sale colaterale
"
,"7. Artera temporală superficială este o ramură colaterală a arterei carotide externe
"
,"8. În partea sa cefalică, artera se proiectează în trigonul submental
"
TRUE,"9. Ia naștere din artera carotidă comună la nivelul marginii superioare a cartilajului tiroidian
"
,"10. Are trei ramuri colaterale
"
,
,"133. Despre arterele carotide comune la nivelul gâtului, se poate afirma că:
"
,"1. Au raport lateral la nervul accesor
"
,"2. Au raport înapoi cu ductul toracic
"
,"3. Au raport posterior cu mușchii vena jugulară internă
"
TRUE,"4. Au raport medial cu organele axiale de la nivelul gâtului
"
,"5. Au raport medial cu pleura și plămânul de partea respectivă
"
TRUE,"6. Au raporturi identice la dreapta și la stânga
"
TRUE,"7. Nu emit ramuri ramuri colaterale importante
"
TRUE,"8. Au raport posterior cu mușchii prevertebrali și fascia prevertebrală
"
TRUE,"9. Au raport lateral cu vena jugulară internă
"
,"10. Au raport anterior cu vena brahiocefalică stângă, timusul
"
,
,"134. Ramurile colaterale care se desprind direct din artera carotidă externă, sunt:
"
,"1. Artera stilomastoidiană
"
TRUE,"2. Artera auriculară posterioară
"
TRUE,"3. Artera facială
"
TRUE,"4. Artera linguală
"
TRUE,"5. Artera faringiană ascendentă
"
,"6. Artera palatină ascendentă
"
TRUE,"7. Artera tiroidiană superioară
"
,"8. Artera submentală
"
,"9. Artera temporală superficială
"
,"10. Artera sublinguală
"
,
,"135. Despre artera tiroidiană superioară, se poate afirma că:
"
TRUE,"1. Emite un ram cricotiroidian, pentru mușchiul cu același nume
"
,"2. Emite o arteră palatină ascendentă
"
TRUE,"3. Ia naștere în apropierea originii arterei carotide externe
"
,"4. Emite artera occipitală
"
TRUE,"5. Emite artera laringee superioară
"
TRUE,"6. Dă ramura sternocleidomastoidiană mijlocie
"
,"7. Dă artera sublinguală
"
TRUE,"8. Dă artera infrahioidiană
"
,"9. Dă artera submentonieră
"
,"10. Dă o ramură mastoidă care penetrează foramenul mastoid
"
,
,"136. Despre artera linguală se poate afirma că:
"
TRUE,"1. Emite artera sublinguală
"
TRUE,"2. Da o ramură suprahioidiană
"
,"3. Dă artera infraorbitală
"
,"4. Da artera palatină descendentă
"
TRUE,"5. Emite artera dorsală a limbii
"
,"6. Se poziționează pe mușchiul constrictor inferior al laringelui
"
TRUE,"7. Ia naștere din artera carotidă externă, deasupra arterei tiroidiene superioare
"
,"8. Dă ramura infrahioidiană
"
TRUE,"9. Are traiect în regiunea suprahioidiană laterală
"
,"10. Ia naștere deasupra originii arterei carotide interne
"
,
,"137. Despre artera faringiană ascendentă se poate afirma că:
"
TRUE,"1. Ia naștere de pe fața medială a arterei carotide externe
"
,"2. Se termină în ramurile arteriale cricotiroidiene, glandulare anterioare și posterioare
"
,"3. Ia naștere deasupra burții anterioare a mușchiului digastric
"
TRUE,"4. Dă ramuri pentru ganglionul simpatic cervical superior
"
TRUE,"5. Dă ramuri faringiene
"
TRUE,"6. Urcă vertical pe peretele lateral al faringelui
"
,"7. Are raport lateral cu mușchiul hioglos
"
,"8. Se poziționează pe mușchiul constrictor inferior al laringelui
"
TRUE,"9. Dă ramuri pentru mușchii prevertebrali
"
,"10. Dă ramura infrahioidiană
"
,
,"138. Despre artera facială se poate afirma că:
"
TRUE,"1. Dă o arteră palatină ascendentă
"
,"2. Se termină în ramurile arteriale cricotiroidiene, glandulare anterioare și posterioare
"
TRUE,"3. Dă arterele labiale inferioare și superioare
"
TRUE,"4. În traiectul său se angajează sub burta posterioară a mușchiului digastric și mușchiul stilohioidian
"
,"5. Dă o ramură suprahioidiană
"
,"6. Dă ramuri pentru mușchii prevertebrali
"
,"7. Dă ramuri pentru ganglionul simpatic cervical superior
"
,"8. Dă artera dorsală ale limbii
"
TRUE,"9. Dă ramura tonsilară pentru amigdala palatină
"
TRUE,"10. Se termină în unghiul intern al ochiului prin artera angulară
"
,
,"139. Despre artera submentală se poate afirma că:
"
TRUE,"1. Se desprinde din artera facială în loja submandibulară
"
TRUE,"2. Dă ramuri mușchilor milohioidian și burta anterioară a digastricului
"
TRUE,"3. Dă ramuri glandei submandibulare
"
,"4. Se poziționează pe mușchiul constrictor inferior al laringelui
"
,"5. Dă ramuri pentru ganglionul simpatic cervical superior
"
,"6. Se termină în artera sublinguală și artera profundă a limbii
"
,"7. Are origine din artera facială deasupra marginii superioare a mandibulei.
"
TRUE,"8. Este o ramură colaterală voluminoasă a arterei faciale
"
TRUE,"9. Dă ramuri pentru părțile moi ale bărbiei
"
,"10. Dă ramura sternocleidomastoidiană mijlocie
"
,
,"140. Despre artera occipitală se poate afirma că:
"
TRUE,"1. Se împarte în două ramuri terminale
"
TRUE,"2. Are origine pe fața posterioară a arterei carotide externe
"
,"3. Dă ramuri faringiene
"
TRUE,"4. Are o porțiune transversală care are traiect pe osul occipital
"
,"5. Urcă vertical pe peretele lateral al faringelui
"
TRUE,"6. Încrucișează în traiectul său artera carotidă internă și vena jugulară internă
"
,"7. Dă ramuri glandei submandibulare
"
